interaction_id,customer_id,product_id,product_name,product_category,interaction_type,interaction_date
INT_0000281,CUST_00008,PROD_0006,Men's Casual Blazer,Fashion & Apparel,cart_add,2025-03-13
INT_0000282,CUST_00008,PROD_0253,Running Shoes,Sports & Outdoors,view,2025-03-15
INT_0000283,CUST_00008,PROD_0211,Shea Butter Body Lotion,Beauty & Personal Care,view,2025-03-15
INT_0000284,CUST_00008,PROD_0071,Bluetooth Headset,Phones & Tablets,view,2025-03-17
INT_0000285,CUST_00008,PROD_0246,Face Mask Pack (50pcs),Health & Wellness,cart_add,2025-03-18
INT_0000286,CUST_00008,PROD_0113,iPhone 13,Phones & Tablets,view,2025-03-22
INT_0000287,CUST_00008,PROD_0021,Leather Sandals,Fashion & Apparel,view,2025-03-23
INT_0000288,CUST_00008,PROD_0068,Redmi Note 12,Phones & Tablets,view,2025-03-26
INT_0000289,CUST_00008,PROD_0004,Men's Slim Fit Jeans,Fashion & Apparel,wishlist,2025-03-27
INT_0000290,CUST_00008,PROD_0171,Sofa Set,Home & Kitchen,view,2025-03-29
INT_0000291,CUST_00008,PROD_0067,iPhone 13,Phones & Tablets,view,2025-03-29
INT_0000292,CUST_00008,PROD_0182,Curtain Set,Home & Kitchen,view,2025-03-30
INT_0000293,CUST_00008,PROD_0001,Traditional Smock (Fugu),Fashion & Apparel,cart_add,2025-04-01
INT_0000294,CUST_00008,PROD_0081,Phone Charger (Type-C),Phones & Tablets,view,2025-04-02
INT_0000295,CUST_00008,PROD_0021,Leather Sandals,Fashion & Apparel,view,2025-04-03
INT_0000296,CUST_00008,PROD_0209,Makeup Kit,Beauty & Personal Care,view,2025-04-05
INT_0000297,CUST_00008,PROD_0045,Women's Maxi Dress,Fashion & Apparel,view,2025-04-06
INT_0000298,CUST_00008,PROD_0081,Phone Charger (Type-C),Phones & Tablets,view,2025-04-07
INT_0000299,CUST_00008,PROD_0270,Dumbbell Set,Sports & Outdoors,view,2025-04-08
INT_0000300,CUST_00008,PROD_0273,Baby Diapers Pack,Baby & Kids,view,2025-04-09
INT_0000301,CUST_00008,PROD_0067,iPhone 13,Phones & Tablets,view,2025-04-09
INT_0000302,CUST_00008,PROD_0006,Men's Casual Blazer,Fashion & Apparel,view,2025-04-10
INT_0000303,CUST_00008,PROD_0009,Ladies Kaftan Gown,Fashion & Apparel,view,2025-04-10
INT_0000304,CUST_00008,PROD_0121,Blender (4L),Electronics,view,2025-04-15
INT_0000305,CUST_00008,PROD_0243,Protein Powder,Health & Wellness,cart_add,2025-04-15
INT_0000306,CUST_00008,PROD_0170,Rice Cooker,Home & Kitchen,view,2025-04-16
INT_0000307,CUST_00008,PROD_0199,Bedsheet Set (Queen),Home & Kitchen,view,2025-04-18
INT_0000308,CUST_00008,PROD_0003,Cotton Polo Shirt,Fashion & Apparel,view,2025-04-27
INT_0000309,CUST_00008,PROD_0168,Rice Cooker,Home & Kitchen,view,2025-04-30
INT_0000310,CUST_00008,PROD_0001,Traditional Smock (Fugu),Fashion & Apparel,view,2025-05-01
INT_0000311,CUST_00008,PROD_0261,Camping Tent,Sports & Outdoors,view,2025-05-02
INT_0000312,CUST_00008,PROD_0235,Bathroom Weighing Scale,Health & Wellness,view,2025-05-02
INT_0000313,CUST_00008,PROD_0221,Nail Polish Set,Beauty & Personal Care,view,2025-05-04
INT_0000314,CUST_00008,PROD_0275,Kids' Bicycle,Baby & Kids,wishlist,2025-05-06
INT_0000315,CUST_00008,PROD_0068,Redmi Note 12,Phones & Tablets,view,2025-05-09
INT_0000316,CUST_00008,PROD_0067,iPhone 13,Phones & Tablets,cart_add,2025-05-09
INT_0000317,CUST_00008,PROD_0001,Traditional Smock (Fugu),Fashion & Apparel,cart_add,2025-05-09
INT_0000318,CUST_00008,PROD_0123,Electric Iron,Electronics,view,2025-05-11
INT_0000319,CUST_00008,PROD_0250,Herbal Tea Pack,Health & Wellness,view,2025-05-17
INT_0000320,CUST_00008,PROD_0123,Electric Iron,Electronics,view,2025-05-18
INT_0000321,CUST_00008,PROD_0173,Non-stick Cooking Pot Set,Home & Kitchen,view,2025-05-18
INT_0000322,CUST_00008,PROD_0253,Running Shoes,Sports & Outdoors,view,2025-05-21
INT_0000323,CUST_00008,PROD_0295,Canned Tuna,Groceries & Food,view,2025-05-22
INT_0000324,CUST_00008,PROD_0124,LED Bulb Pack,Electronics,view,2025-05-24
INT_0000325,CUST_00008,PROD_0261,Camping Tent,Sports & Outdoors,view,2025-05-24
INT_0000326,CUST_00008,PROD_0210,Braided Hair Extension,Beauty & Personal Care,cart_add,2025-05-24
INT_0000327,CUST_00008,PROD_0228,Sunscreen SPF50,Beauty & Personal Care,view,2025-05-25
INT_0000328,CUST_00008,PROD_0279,Baby Wipes (80pcs),Baby & Kids,view,2025-05-26
INT_0000329,CUST_00008,PROD_0272,Baby Carrier,Baby & Kids,view,2025-05-27
INT_0000330,CUST_00008,PROD_0012,Children's T-Shirt Set,Fashion & Apparel,view,2025-05-28
INT_0000331,CUST_00008,PROD_0181,Storage Containers Set,Home & Kitchen,view,2025-05-28
INT_0000332,CUST_00008,PROD_0007,Kente Print Shirt,Fashion & Apparel,view,2025-05-30
INT_0000333,CUST_00008,PROD_0108,Wireless Earbuds,Phones & Tablets,view,2025-05-30
INT_0000334,CUST_00008,PROD_0232,Bathroom Weighing Scale,Health & Wellness,view,2025-05-31
INT_0000335,CUST_00008,PROD_0088,Universal Phone Case,Phones & Tablets,view,2025-06-01
INT_0000336,CUST_00008,PROD_0001,Traditional Smock (Fugu),Fashion & Apparel,view,2025-06-01
INT_0000337,CUST_00008,PROD_0090,Itel Vision 3,Phones & Tablets,view,2025-06-05
INT_0000338,CUST_00008,PROD_0128,Air Conditioner (1.5HP),Electronics,view,2025-06-06
INT_0000339,CUST_00008,PROD_0023,Kente Print Shirt,Fashion & Apparel,view,2025-06-09
INT_0000340,CUST_00008,PROD_0290,Exercise Books Pack,Books & Stationery,view,2025-06-12
INT_0000341,CUST_00008,PROD_0244,Bathroom Weighing Scale,Health & Wellness,view,2025-06-13
INT_0000342,CUST_00008,PROD_0237,Multivitamin Tablets,Health & Wellness,view,2025-06-13
INT_0000343,CUST_00008,PROD_0020,Kente Print Shirt,Fashion & Apparel,view,2025-06-13
INT_0000344,CUST_00008,PROD_0009,Ladies Kaftan Gown,Fashion & Apparel,view,2025-06-14
INT_0000345,CUST_00008,PROD_0253,Running Shoes,Sports & Outdoors,view,2025-06-16
INT_0000346,CUST_00008,PROD_0128,Air Conditioner (1.5HP),Electronics,view,2025-06-20
INT_0000347,CUST_00008,PROD_0256,Camping Tent,Sports & Outdoors,view,2025-06-20
INT_0000348,CUST_00008,PROD_0272,Baby Carrier,Baby & Kids,view,2025-06-22
INT_0000349,CUST_00008,PROD_0103,Power Bank 20000mAh,Phones & Tablets,view,2025-06-22
INT_0000350,CUST_00008,PROD_0263,Dumbbell Set,Sports & Outdoors,view,2025-06-22
INT_0000351,CUST_00008,PROD_0297,Rice (5kg Bag),Groceries & Food,view,2025-06-22
INT_0000352,CUST_00008,PROD_0175,Kitchen Knife Set,Home & Kitchen,view,2025-06-23
INT_0000353,CUST_00008,PROD_0005,Men's Casual Blazer,Fashion & Apparel,view,2025-06-24
INT_0000354,CUST_00008,PROD_0121,Blender (4L),Electronics,view,2025-06-25
INT_0000355,CUST_00008,PROD_0276,Baby Bath Tub,Baby & Kids,wishlist,2025-06-30
INT_0000356,CUST_00008,PROD_0123,Electric Iron,Electronics,view,2025-07-02
INT_0000357,CUST_00008,PROD_0179,Wall Clock,Home & Kitchen,view,2025-07-02
INT_0000358,CUST_00008,PROD_0267,Cycling Helmet,Sports & Outdoors,view,2025-07-02
INT_0000359,CUST_00008,PROD_0102,Samsung Galaxy A14,Phones & Tablets,view,2025-07-03
INT_0000360,CUST_00008,PROD_0019,Men's Casual Blazer,Fashion & Apparel,view,2025-07-04
INT_0000361,CUST_00008,PROD_0009,Ladies Kaftan Gown,Fashion & Apparel,view,2025-07-06
INT_0000362,CUST_00008,PROD_0081,Phone Charger (Type-C),Phones & Tablets,view,2025-07-06
INT_0000363,CUST_00008,PROD_0033,Ankara Print Dress,Fashion & Apparel,view,2025-07-07
INT_0000364,CUST_00008,PROD_0012,Children's T-Shirt Set,Fashion & Apparel,view,2025-07-08
INT_0000365,CUST_00008,PROD_0069,Phone Charger (Type-C),Phones & Tablets,view,2025-07-08
INT_0000366,CUST_00008,PROD_0026,Men's Casual Blazer,Fashion & Apparel,wishlist,2025-07-09
INT_0000367,CUST_00008,PROD_0286,Hardcover Notebook,Books & Stationery,view,2025-07-09
INT_0000368,CUST_00008,PROD_0003,Cotton Polo Shirt,Fashion & Apparel,view,2025-07-10
INT_0000369,CUST_00008,PROD_0170,Rice Cooker,Home & Kitchen,view,2025-07-10
INT_0000370,CUST_00008,PROD_0114,Phone Charger (Type-C),Phones & Tablets,view,2025-07-11
INT_0000371,CUST_00008,PROD_0069,Phone Charger (Type-C),Phones & Tablets,view,2025-07-11
INT_0000372,CUST_00008,PROD_0175,Kitchen Knife Set,Home & Kitchen,cart_add,2025-07-13
INT_0000373,CUST_00008,PROD_0024,Women's Maxi Dress,Fashion & Apparel,view,2025-07-14
INT_0000374,CUST_00008,PROD_0247,Bathroom Weighing Scale,Health & Wellness,view,2025-07-14
INT_0000375,CUST_00008,PROD_0003,Cotton Polo Shirt,Fashion & Apparel,view,2025-07-15
INT_0000376,CUST_00008,PROD_0275,Kids' Bicycle,Baby & Kids,view,2025-07-16
INT_0000377,CUST_00008,PROD_0006,Men's Casual Blazer,Fashion & Apparel,view,2025-07-17
INT_0000378,CUST_00008,PROD_0286,Hardcover Notebook,Books & Stationery,view,2025-07-18
INT_0000379,CUST_00008,PROD_0070,Phone Charger (Type-C),Phones & Tablets,view,2025-07-18
INT_0000380,CUST_00008,PROD_0095,Phone Charger (Type-C),Phones & Tablets,view,2025-07-18
INT_0000381,CUST_00008,PROD_0093,Samsung Galaxy A14,Phones & Tablets,view,2025-07-20
INT_0000382,CUST_00008,PROD_0097,Phone Screen Protector,Phones & Tablets,view,2025-07-21
INT_0000383,CUST_00008,PROD_0135,LED Bulb Pack,Electronics,view,2025-07-21
INT_0000384,CUST_00008,PROD_0001,Traditional Smock (Fugu),Fashion & Apparel,wishlist,2025-07-22
INT_0000385,CUST_00008,PROD_0122,Electric Iron,Electronics,view,2025-07-22
INT_0000386,CUST_00008,PROD_0071,Bluetooth Headset,Phones & Tablets,view,2025-07-23
INT_0000387,CUST_00008,PROD_0104,Tecno Spark 10,Phones & Tablets,view,2025-07-24
INT_0000388,CUST_00008,PROD_0168,Rice Cooker,Home & Kitchen,view,2025-07-25
INT_0000389,CUST_00008,PROD_0072,Phone Screen Protector,Phones & Tablets,view,2025-07-26
INT_0000390,CUST_00008,PROD_0186,Storage Containers Set,Home & Kitchen,cart_add,2025-07-26
INT_0000391,CUST_00008,PROD_0266,Resistance Bands,Sports & Outdoors,view,2025-07-26
INT_0000392,CUST_00008,PROD_0271,Kids' Bicycle,Baby & Kids,view,2025-07-28
INT_0000393,CUST_00008,PROD_0035,Children's T-Shirt Set,Fashion & Apparel,view,2025-07-28
INT_0000394,CUST_00008,PROD_0239,Vitamin C Supplements,Health & Wellness,view,2025-07-30
INT_0000395,CUST_00008,PROD_0202,Deodorant Roll-on,Beauty & Personal Care,view,2025-08-02
INT_0000396,CUST_00008,PROD_0004,Men's Slim Fit Jeans,Fashion & Apparel,view,2025-08-03
INT_0000397,CUST_00008,PROD_0010,Traditional Smock (Fugu),Fashion & Apparel,view,2025-08-05
INT_0000398,CUST_00008,PROD_0166,Gas Cooker (4-Burner),Home & Kitchen,view,2025-08-06
INT_0000399,CUST_00008,PROD_0123,Electric Iron,Electronics,wishlist,2025-08-07
INT_0000400,CUST_00008,PROD_0281,Educational Toy Set,Baby & Kids,cart_add,2025-08-07
INT_0000401,CUST_00008,PROD_0124,LED Bulb Pack,Electronics,view,2025-08-09
INT_0000402,CUST_00008,PROD_0202,Deodorant Roll-on,Beauty & Personal Care,cart_add,2025-08-10
INT_0000403,CUST_00008,PROD_0166,Gas Cooker (4-Burner),Home & Kitchen,view,2025-08-10
INT_0000404,CUST_00008,PROD_0176,Curtain Set,Home & Kitchen,view,2025-08-11
INT_0000405,CUST_00008,PROD_0257,Running Shoes,Sports & Outdoors,view,2025-08-13
INT_0000406,CUST_00008,PROD_0075,Redmi Note 12,Phones & Tablets,wishlist,2025-08-13
INT_0000407,CUST_00008,PROD_0188,Water Dispenser,Home & Kitchen,view,2025-08-14
INT_0000408,CUST_00008,PROD_0012,Children's T-Shirt Set,Fashion & Apparel,view,2025-08-14
INT_0000409,CUST_00008,PROD_0025,Ladies Handbag,Fashion & Apparel,wishlist,2025-08-15
INT_0000410,CUST_00008,PROD_0007,Kente Print Shirt,Fashion & Apparel,view,2025-08-16
INT_0000411,CUST_00008,PROD_0202,Deodorant Roll-on,Beauty & Personal Care,view,2025-08-18
INT_0000412,CUST_00008,PROD_0277,Feeding Bottle Set,Baby & Kids,view,2025-08-18
INT_0000413,CUST_00008,PROD_0051,Unisex Sneakers,Fashion & Apparel,view,2025-08-19
INT_0000414,CUST_00008,PROD_0125,LED Bulb Pack,Electronics,view,2025-08-20
INT_0000415,CUST_00008,PROD_0043,Men's Formal Suit,Fashion & Apparel,view,2025-08-20
INT_0000416,CUST_00008,PROD_0122,Electric Iron,Electronics,view,2025-08-21
INT_0000417,CUST_00008,PROD_0167,Bedsheet Set (Queen),Home & Kitchen,view,2025-08-21
INT_0000418,CUST_00008,PROD_0257,Running Shoes,Sports & Outdoors,view,2025-08-21
INT_0000419,CUST_00008,PROD_0125,LED Bulb Pack,Electronics,view,2025-08-22
INT_0000420,CUST_00008,PROD_0070,Phone Charger (Type-C),Phones & Tablets,view,2025-08-23
INT_0000421,CUST_00008,PROD_0224,Hair Dryer,Beauty & Personal Care,view,2025-08-23
INT_0000422,CUST_00008,PROD_0103,Power Bank 20000mAh,Phones & Tablets,view,2025-08-25
INT_0000423,CUST_00008,PROD_0278,Kids' Bicycle,Baby & Kids,view,2025-08-26
INT_0000424,CUST_00008,PROD_0203,Braided Hair Extension,Beauty & Personal Care,cart_add,2025-08-26
INT_0000425,CUST_00008,PROD_0080,Infinix Hot 30,Phones & Tablets,view,2025-08-27
INT_0000426,CUST_00008,PROD_0124,LED Bulb Pack,Electronics,view,2025-08-28
INT_0000427,CUST_00008,PROD_0067,iPhone 13,Phones & Tablets,view,2025-08-28
INT_0000428,CUST_00008,PROD_0180,Bedsheet Set (Queen),Home & Kitchen,view,2025-08-28
INT_0000429,CUST_00008,PROD_0187,Bedsheet Set (Queen),Home & Kitchen,view,2025-08-29
INT_0000430,CUST_00008,PROD_0064,Leather Sandals,Fashion & Apparel,view,2025-08-29
INT_0000431,CUST_00008,PROD_0203,Braided Hair Extension,Beauty & Personal Care,view,2025-08-30
INT_0000432,CUST_00008,PROD_0266,Resistance Bands,Sports & Outdoors,view,2025-08-30
INT_0000433,CUST_00008,PROD_0122,Electric Iron,Electronics,wishlist,2025-08-30
INT_0000434,CUST_00008,PROD_0010,Traditional Smock (Fugu),Fashion & Apparel,view,2025-08-31
INT_0000435,CUST_00008,PROD_0235,Bathroom Weighing Scale,Health & Wellness,view,2025-08-31
INT_0000436,CUST_00008,PROD_0172,Curtain Set,Home & Kitchen,view,2025-09-01
INT_0000437,CUST_00008,PROD_0081,Phone Charger (Type-C),Phones & Tablets,wishlist,2025-09-03
INT_0000438,CUST_00008,PROD_0109,Phone Screen Protector,Phones & Tablets,view,2025-09-04
INT_0000439,CUST_00008,PROD_0067,iPhone 13,Phones & Tablets,wishlist,2025-09-05
INT_0000440,CUST_00008,PROD_0280,Baby Diapers Pack,Baby & Kids,wishlist,2025-09-07
INT_0000441,CUST_00008,PROD_0221,Nail Polish Set,Beauty & Personal Care,view,2025-09-10
INT_0000442,CUST_00008,PROD_0212,Perfume (100ml),Beauty & Personal Care,cart_add,2025-09-11
INT_0000443,CUST_00008,PROD_0123,Electric Iron,Electronics,view,2025-09-11
INT_0000444,CUST_00008,PROD_0196,Bedsheet Set (Queen),Home & Kitchen,view,2025-09-12
INT_0000445,CUST_00008,PROD_0122,Electric Iron,Electronics,view,2025-09-13
INT_0000446,CUST_00008,PROD_0126,Gaming Console,Electronics,view,2025-09-14
INT_0000447,CUST_00008,PROD_0081,Phone Charger (Type-C),Phones & Tablets,wishlist,2025-09-14
INT_0000448,CUST_00008,PROD_0212,Perfume (100ml),Beauty & Personal Care,view,2025-09-15
INT_0000449,CUST_00008,PROD_0018,Men's Formal Suit,Fashion & Apparel,view,2025-09-17
INT_0000450,CUST_00008,PROD_0038,Ladies Handbag,Fashion & Apparel,view,2025-09-17
INT_0000451,CUST_00008,PROD_0167,Bedsheet Set (Queen),Home & Kitchen,wishlist,2025-09-19
INT_0000452,CUST_00008,PROD_0208,Perfume (100ml),Beauty & Personal Care,wishlist,2025-09-19
INT_0000453,CUST_00008,PROD_0175,Kitchen Knife Set,Home & Kitchen,view,2025-09-19
INT_0000454,CUST_00008,PROD_0259,Basketball,Sports & Outdoors,view,2025-09-21
INT_0000455,CUST_00008,PROD_0295,Canned Tuna,Groceries & Food,view,2025-09-22
INT_0000456,CUST_00008,PROD_0296,Garri (2kg),Groceries & Food,view,2025-09-22
INT_0000457,CUST_00008,PROD_0067,iPhone 13,Phones & Tablets,view,2025-09-23
INT_0000458,CUST_00008,PROD_0075,Redmi Note 12,Phones & Tablets,view,2025-09-24
INT_0000459,CUST_00008,PROD_0004,Men's Slim Fit Jeans,Fashion & Apparel,view,2025-09-25
INT_0000460,CUST_00008,PROD_0047,Leather Sandals,Fashion & Apparel,view,2025-09-25
INT_0000461,CUST_00008,PROD_0067,iPhone 13,Phones & Tablets,view,2025-09-25
INT_0000462,CUST_00008,PROD_0234,Multivitamin Tablets,Health & Wellness,wishlist,2025-09-26
INT_0000463,CUST_00008,PROD_0151,Extension Socket,Electronics,view,2025-09-26
INT_0000464,CUST_00008,PROD_0003,Cotton Polo Shirt,Fashion & Apparel,view,2025-09-26
INT_0000465,CUST_00008,PROD_0207,Skin Toner,Beauty & Personal Care,view,2025-09-27
INT_0000466,CUST_00008,PROD_0067,iPhone 13,Phones & Tablets,view,2025-09-28
INT_0000467,CUST_00008,PROD_0167,Bedsheet Set (Queen),Home & Kitchen,view,2025-09-29
INT_0000468,CUST_00008,PROD_0287,Highlighter Set,Books & Stationery,view,2025-09-29
INT_0000469,CUST_00008,PROD_0130,Rechargeable Fan,Electronics,view,2025-09-29
INT_0000470,CUST_00008,PROD_0043,Men's Formal Suit,Fashion & Apparel,view,2025-09-30
INT_0000471,CUST_00008,PROD_0202,Deodorant Roll-on,Beauty & Personal Care,view,2025-10-01
INT_0000472,CUST_00008,PROD_0204,Beard Grooming Kit,Beauty & Personal Care,view,2025-10-03
INT_0000473,CUST_00008,PROD_0072,Phone Screen Protector,Phones & Tablets,view,2025-10-03
INT_0000474,CUST_00008,PROD_0197,Wall Clock,Home & Kitchen,view,2025-10-03
INT_0000475,CUST_00008,PROD_0067,iPhone 13,Phones & Tablets,view,2025-10-04
INT_0000476,CUST_00008,PROD_0260,Gym Gloves,Sports & Outdoors,view,2025-10-05
INT_0000477,CUST_00008,PROD_0250,Herbal Tea Pack,Health & Wellness,wishlist,2025-10-07
INT_0000478,CUST_00008,PROD_0078,Phone Screen Protector,Phones & Tablets,view,2025-10-07
INT_0000479,CUST_00008,PROD_0073,Redmi Note 12,Phones & Tablets,view,2025-10-07
INT_0000480,CUST_00008,PROD_0071,Bluetooth Headset,Phones & Tablets,wishlist,2025-10-08
INT_0000481,CUST_00008,PROD_0006,Men's Casual Blazer,Fashion & Apparel,view,2025-10-10
INT_0000482,CUST_00008,PROD_0086,Tecno Spark 10,Phones & Tablets,view,2025-10-11
INT_0000483,CUST_00008,PROD_0210,Braided Hair Extension,Beauty & Personal Care,cart_add,2025-10-11
INT_0000484,CUST_00008,PROD_0168,Rice Cooker,Home & Kitchen,view,2025-10-13
INT_0000485,CUST_00008,PROD_0114,Phone Charger (Type-C),Phones & Tablets,view,2025-10-15
INT_0000486,CUST_00008,PROD_0290,Exercise Books Pack,Books & Stationery,view,2025-10-15
INT_0000487,CUST_00008,PROD_0289,Kids' Storybook,Books & Stationery,view,2025-10-16
INT_0000488,CUST_00008,PROD_0143,LED Bulb Pack,Electronics,view,2025-10-17
INT_0000489,CUST_00008,PROD_0289,Kids' Storybook,Books & Stationery,view,2025-10-18
INT_0000490,CUST_00008,PROD_0166,Gas Cooker (4-Burner),Home & Kitchen,view,2025-10-19
INT_0000491,CUST_00008,PROD_0213,Deodorant Roll-on,Beauty & Personal Care,view,2025-10-24
INT_0000492,CUST_00008,PROD_0233,Multivitamin Tablets,Health & Wellness,view,2025-10-27
INT_0000493,CUST_00008,PROD_0254,Basketball,Sports & Outdoors,view,2025-10-27
INT_0000494,CUST_00008,PROD_0125,LED Bulb Pack,Electronics,cart_add,2025-10-28
INT_0000495,CUST_00008,PROD_0003,Cotton Polo Shirt,Fashion & Apparel,view,2025-10-28
INT_0000496,CUST_00008,PROD_0178,Gas Cooker (4-Burner),Home & Kitchen,view,2025-10-29
INT_0000497,CUST_00008,PROD_0260,Gym Gloves,Sports & Outdoors,wishlist,2025-10-30
INT_0000498,CUST_00008,PROD_0069,Phone Charger (Type-C),Phones & Tablets,view,2025-10-30
INT_0000499,CUST_00008,PROD_0026,Men's Casual Blazer,Fashion & Apparel,cart_add,2025-10-31
INT_0000500,CUST_00008,PROD_0272,Baby Carrier,Baby & Kids,view,2025-10-31
INT_0000501,CUST_00008,PROD_0278,Kids' Bicycle,Baby & Kids,view,2025-10-31
INT_0000502,CUST_00008,PROD_0182,Curtain Set,Home & Kitchen,view,2025-11-01
INT_0000503,CUST_00008,PROD_0122,Electric Iron,Electronics,cart_add,2025-11-06
INT_0000504,CUST_00008,PROD_0221,Nail Polish Set,Beauty & Personal Care,view,2025-11-06
INT_0000505,CUST_00008,PROD_0239,Vitamin C Supplements,Health & Wellness,view,2025-11-07
INT_0000506,CUST_00008,PROD_0001,Traditional Smock (Fugu),Fashion & Apparel,view,2025-11-07
INT_0000507,CUST_00008,PROD_0038,Ladies Handbag,Fashion & Apparel,view,2025-11-07
INT_0000508,CUST_00008,PROD_0216,Skin Toner,Beauty & Personal Care,view,2025-11-08
INT_0000509,CUST_00008,PROD_0034,Men's Casual Blazer,Fashion & Apparel,view,2025-11-08
INT_0000510,CUST_00008,PROD_0206,Braided Hair Extension,Beauty & Personal Care,view,2025-11-08
INT_0000511,CUST_00008,PROD_0023,Kente Print Shirt,Fashion & Apparel,view,2025-11-10
INT_0000512,CUST_00008,PROD_0259,Basketball,Sports & Outdoors,view,2025-11-10
INT_0000513,CUST_00008,PROD_0287,Highlighter Set,Books & Stationery,view,2025-11-10
INT_0000514,CUST_00008,PROD_0256,Camping Tent,Sports & Outdoors,view,2025-11-10
INT_0000515,CUST_00008,PROD_0168,Rice Cooker,Home & Kitchen,view,2025-11-12
INT_0000516,CUST_00008,PROD_0128,Air Conditioner (1.5HP),Electronics,view,2025-11-13
INT_0000517,CUST_00008,PROD_0005,Men's Casual Blazer,Fashion & Apparel,view,2025-11-14
INT_0000518,CUST_00008,PROD_0172,Curtain Set,Home & Kitchen,view,2025-11-14
INT_0000519,CUST_00008,PROD_0086,Tecno Spark 10,Phones & Tablets,cart_add,2025-11-14
INT_0000520,CUST_00008,PROD_0228,Sunscreen SPF50,Beauty & Personal Care,view,2025-11-15
INT_0000521,CUST_00008,PROD_0133,Bluetooth Speaker,Electronics,view,2025-11-17
INT_0000522,CUST_00008,PROD_0081,Phone Charger (Type-C),Phones & Tablets,view,2025-11-17
INT_0000523,CUST_00008,PROD_0166,Gas Cooker (4-Burner),Home & Kitchen,view,2025-11-17
INT_0000524,CUST_00008,PROD_0203,Braided Hair Extension,Beauty & Personal Care,view,2025-11-19
INT_0000525,CUST_00008,PROD_0040,Men's Slim Fit Jeans,Fashion & Apparel,view,2025-11-20
INT_0000526,CUST_00008,PROD_0056,Leather Sandals,Fashion & Apparel,view,2025-11-22
INT_0000527,CUST_00008,PROD_0202,Deodorant Roll-on,Beauty & Personal Care,view,2025-11-23
INT_0000528,CUST_00008,PROD_0052,Ladies Kaftan Gown,Fashion & Apparel,view,2025-11-26
INT_0000529,CUST_00008,PROD_0127,Microwave Oven,Electronics,view,2025-11-27
INT_0000530,CUST_00008,PROD_0180,Bedsheet Set (Queen),Home & Kitchen,view,2025-11-28
INT_0000531,CUST_00008,PROD_0002,Ladies Kaftan Gown,Fashion & Apparel,view,2025-11-28
INT_0000532,CUST_00008,PROD_0206,Braided Hair Extension,Beauty & Personal Care,view,2025-11-29
INT_0000533,CUST_00008,PROD_0067,iPhone 13,Phones & Tablets,view,2025-12-03
